"","Gene","Module"
"6345","NOCT","turquoise"
"6346","ELF2","turquoise"
"6347","MGARP","turquoise"
"6348","NDUFC1","yellow"
"6349","NAA15","blue"
"6350","105377449","blue"
"6351","RAB33B-AS1","blue"
"6352","RAB33B","blue"
"6353","SETD7","blue"
"6354","MGST2","grey"
"6355","MAML3","blue"
"6356","LOC101927516","blue"
"6357","SCOC","brown"
"6358","SCOC-AS1","turquoise"
"6359","CLGN","turquoise"
"6360","MGAT4D","turquoise"
"6361","ELMOD2","brown"
"6362","UCP1","green"
"6363","TBC1D9","black"
"6364","TNRC18P1","black"
"6365","RNF150","yellow"
"6366","ZNF330","turquoise"
"6367","IL15","brown"
"6368","INPP4B","greenyellow"
"6369","USP38","brown"
"6370","GAB1","turquoise"
"6371","SMARCA5-AS1","blue"
"6372","SMARCA5","turquoise"
"6373","FREM3","brown"
"6374","GYPE","red"
"6375","GYPB","green"
"6376","GYPA","turquoise"
"6377","HHIP","blue"
"6378","ANAPC10","blue"
"6379","ABCE1","blue"
"6380","OTUD4","blue"
"6381","SMAD1","turquoise"
"6382","SMAD1-AS1","grey"
"6383","MMAA","green"
"6384","C4orf51","blue"
"6385","ZNF827","blue"
"6386","LSM6","brown"
"6387","REELD1","turquoise"
"6388","SLC10A7","blue"
"6389","POU4F2","turquoise"
"6390","TTC29","turquoise"
"6391","EDNRA","yellow"
"6392","105377478","brown"
"6393","TMEM184C","grey"
"6394","PRMT9","blue"
"6395","ARHGAP10","red"
"6396","NR3C2","red"
"6397","DCLK2","grey"
"6398","LRBA","turquoise"
"6399","LOC729558","blue"
"6400","MAB21L2","blue"
"6401","RPS3A","green"
"6402","SNORD73B","grey"
"6403","SNORD73A","blue"
"6404","SH3D19","yellow"
"6405","LOC107986196","yellow"
"6406","LOC105377485","grey"
"6407","PRSS48","blue"
"6408","FHIP1A-DT","grey"
"6409","FHIP1A","grey"
"6410","GATB","yellow"
"6411","LOC107986197","blue"
"6412","FBXW7","blue"
"6413","FBXW7-AS1","brown"
"6414","MIR4453HG","blue"
"6415","TMEM154","blue"
"6416","TIGD4","green"
"6417","ARFIP1","brown"
"6418","FHDC1","yellow"
"6419","TRIM2","greenyellow"
"6420","ANXA2P1","blue"
"6421","MND1","blue"
"6422","TMEM131L","black"
"6423","LOC100419170","grey"
"6424","TLR2","grey"
"6425","RNF175","turquoise"
"6426","SFRP2","purple"
"6427","LOC101927947","turquoise"
"6428","DCHS2","turquoise"
"6429","PLRG1","brown"
"6430","FGB","turquoise"
"6431","FGA","turquoise"
"6432","FGG","blue"
"6433","LRAT","turquoise"
"6434","RBM46","turquoise"
"6435","NPY2R","yellow"
"6436","MAP9","blue"
"6437","MAP9-AS1","blue"
"6438","GUCY1A1","brown"
"6439","GUCY1B1","brown"
"6440","ASIC5","blue"
"6441","TDO2","blue"
"6442","CTSO","yellow"
"6443","LINC02272","turquoise"
"6444","PDGFC","yellow"
"6445","GLRB","turquoise"
"6446","GRIA2","turquoise"
"6447","GASK1B","blue"
"6448","GASK1B-AS1","blue"
"6449","LOC101928007","greenyellow"
"6450","TMEM144","yellow"
"6451","RXFP1","turquoise"
"6452","C4orf46","blue"
"6453","ETFDH","brown"
"6454","PPID","turquoise"
"6455","FNIP2","brown"
"6456","SPMIP2","green"
"6457","RAPGEF2","brown"
"6458","FSTL5","salmon"
"6459","NAF1","brown"
"6460","LOC101928081","blue"
"6461","NPY1R","yellow"
"6462","NPY5R","turquoise"
"6463","TKTL2","green"
"6464","TMA16","blue"
"6465","MARCHF1","magenta"
"6466","ANP32CP","turquoise"
"6467","TRIM61","turquoise"
"6468","FAM218A","pink"
"6469","TRIM60","turquoise"
"6470","TMEM192","blue"
"6471","KLHL2","red"
"6472","GK3","blue"
"6473","MSMO1","brown"
"6474","CPE","blue"
"6475","TLL1","yellow"
"6476","SPOCK3","turquoise"
"6477","ANXA10","blue"
"6478","LOC105377524","blue"
"6479","DDX60","grey60"
"6480","DDX60L","blue"
"6481","PALLD","grey"
"6482","LOC102723331","blue"
"6483","CBR4","turquoise"
"6484","SH3RF1","grey"
"6485","NEK1","blue"
"6486","CLCN3","brown"
"6487","HPF1","brown"
"6488","MFAP3L","black"
"6489","AADAT","blue"
"6490","GALNTL6","turquoise"
"6491","GALNT7-DT","turquoise"
"6492","GALNT7","turquoise"
"6493","HMGB2","blue"
"6494","SAP30-DT","turquoise"
"6495","SAP30","grey"
"6496","101928383","turquoise"
"6497","SCRG1","turquoise"
"6498","LOC112268474","blue"
"6499","LOC112267917","blue"
"6500","LOC101928409","turquoise"
"6501","HAND2","yellow"
"6502","HAND2-AS1","yellow"
"6503","FBXO8","brown"
"6504","CEP44","brown"
"6505","HPGD","grey"
"6506","GLRA3","turquoise"
"6507","ADAM29","turquoise"
"6508","GPM6A","turquoise"
"6509","WDR17","turquoise"
"6510","SPATA4","turquoise"
"6511","ASB5","turquoise"
"6512","SPCS3","turquoise"
"6513","VEGFC","yellow"
"6514","NEIL3","blue"
"6515","AGA","grey"
"6516","AGA-DT","brown"
"6517","LINC01098","turquoise"
"6518","TENM3","yellow"
"6519","LOC105377576","turquoise"
"6520","DCTD","blue"
"6521","WWC2-AS2","blue"
"6522","WWC2","yellow"
"6523","CLDN22","turquoise"
"6524","CLDN24","turquoise"
"6525","CDKN2AIP","brown"
"6526","ING2-DT","blue"
"6527","ING2","turquoise"
"6528","RWDD4","brown"
"6529","TRAPPC11","brown"
"6530","STOX2","red"
"6531","ENPP6","turquoise"
"6532","IRF2","grey"
"6533","CASP3","blue"
"6534","PRIMPOL","blue"
"6535","CENPU","blue"
"6536","ACSL1","red"
"6537","HELT","pink"
"6538","SLC25A4","blue"
"6539","CFAP97","turquoise"
"6540","SNX25","blue"
"6541","LRP2BP","blue"
"6542","LRP2BP-AS1","blue"
"6543","ANKRD37","grey"
"6544","UFSP2","brown"
"6545","CFAP96","green"
"6546","CCDC110","blue"
"6547","LOC105377590","pink"
"6548","PDLIM3","yellow"
"6549","SORBS2","yellow"
"6550","TLR3","yellow"
"6551","FAM149A","yellow"
"6552","CYP4V2","yellow"
"6553","KLKB1","blue"
"6554","F11","turquoise"
"6555","F11-AS1","turquoise"
"6556","MTNR1A","turquoise"
"6557","FAT1","brown"
"6558","LINC02515","blue"
"6559","ZFP42","blue"
"6560","TRIML2","turquoise"
"6561","TRIML1","turquoise"
"6562","FRG1-DT","grey"
"6563","FRG1","blue"
"6564","FRG2","turquoise"
"6565","DBET","pink"
"6566","DUX4","pink"
"6567","ANKRD20A12P","blue"
"6568","PLEKHG4B","turquoise"
"6569","LRRC14B","turquoise"
"6570","CCDC127","turquoise"
"6571","SDHA","blue"
"6572","PDCD6","yellow"
"6573","AHRR","pink"
"6574","EXOC3-AS1","brown"
"6575","EXOC3","green"
"6576","SLC9A3","brown"
"6577","SLC9A3-OT1","turquoise"
"6578","SLC9A3-AS1","brown"
"6579","LOC105374608","turquoise"
"6580","CEP72","blue"
"6581","TPPP","yellow"
"6582","LOC101929898","grey"
"6583","ZDHHC11B","pink"
"6584","101928768","grey"
"6585","ZDHHC11","blue"
"6586","BRD9","blue"
"6587","TRIP13","blue"
"6588","LINC02982","turquoise"
"6589","NKD2","brown"
"6590","SLC12A7","turquoise"
"6591","105374612","blue"
"6592","LOC107986396","yellow"
"6593","SLC6A19","turquoise"
"6594","SLC6A18","turquoise"
"6595","TERT","pink"
"6596","CLPTM1L","green"
"6597","LINC01511","grey"
"6598","SLC6A3","turquoise"
"6599","LPCAT1","yellow"
"6600","SDHAP3","brown"
"6601","PDCD6P1","blue"
"6602","MRPL36","yellow"
"6603","NDUFS6","blue"
"6604","IRX4","grey"
"6605","112267947","turquoise"
"6606","LOC105374618","turquoise"
"6607","IRX2","blue"
"6608","IRX2-DT","turquoise"
"6609","IRX1","midnightblue"
"6610","LOC107986399","turquoise"
"6611","ADAMTS16","turquoise"
"6612","LOC101929200","grey"
"6613","ICE1","turquoise"
"6614","LINC02145","turquoise"
"6615","MED10","turquoise"
"6616","UBE2QL1","yellow"
"6617","NSUN2","yellow"
"6618","SRD5A1","blue"
"6619","TENT4A","turquoise"
"6620","LOC102724943","blue"
"6621","LOC442132","turquoise"
"6622","ADCY2","turquoise"
"6623","CFAP90","turquoise"
"6624","MTRR","blue"
"6625","FASTKD3","blue"
"6626","MIR4458HG","blue"
"6627","SEMA5A","yellow"
"6628","SNHG18","turquoise"
"6629","TAS2R1","turquoise"
"6630","ATPSCKMT","blue"
"6631","CCT5","yellow"
"6632","CMBL","black"
"6633","MARCHF6-DT","grey"
"6634","MARCHF6","turquoise"
"6635","MIR10397","turquoise"
"6636","ROPN1L","turquoise"
"6637","LINC02213","turquoise"
"6638","ANKRD33B","yellow"
"6639","DAP","green"
"6640","CTNND2","greenyellow"
"6641","DNAH5","greenyellow"
"6642","TRIO","turquoise"
"6643","OTULINL","brown"
"6644","SNORD141B","blue"
"6645","OTULIN","blue"
"6646","ANKH","blue"
"6647","LOC100130744","brown"
"6648","FBXL7","blue"
"6649","MIR887","green"
"6650","MARCHF11","blue"
"6651","ZNF622","blue"
"6652","RETREG1","black"
"6653","MYO10","black"
"6654","BASP1","grey"
"6655","LINC02100","purple"
"6656","CDH18","turquoise"
"6657","112267938","blue"
"6658","GUSBP1","blue"
"6659","CDH12","turquoise"
"6660","SNORA105A","grey"
"6661","LOC107986345","blue"
"6662","PRDM9","turquoise"
"6663","LINC02899","grey"
"6664","CDH10","turquoise"
"6665","LINC02228","yellow"
"6666","CDH9","turquoise"
"6667","LSP1P3","turquoise"
"6668","CDH6","yellow"
"6669","DROSHA","yellow"
"6670","C5orf22","blue"
"6671","PDZD2","red"
"6672","LOC105374711","yellow"
"6673","GOLPH3","green"
"6674","MTMR12","brown"
"6675","ZFR","turquoise"
"6676","SUB1","brown"
"6677","NPR3","midnightblue"
"6678","TARS1","black"
"6679","ADAMTS12","yellow"
"6680","RXFP3","pink"
"6681","SLC45A2","green"
"6682","AMACR","grey"
"6683","C1QTNF3-AMACR","grey"
"6684","C1QTNF3","blue"
"6685","LOC646652","blue"
"6686","RAI14","yellow"
"6687","TTC23L-AS1","blue"
"6688","TTC23L","purple"
"6689","RAD1","blue"
"6690","BRIX1","blue"
"6691","DNAJC21","yellow"
"6692","AGXT2","turquoise"
"6693","PRLR","turquoise"
"6694","SPEF2","blue"
"6695","LOC105374724","blue"
"6696","IL7R","magenta"
"6697","CAPSL","turquoise"
"6698","UGT3A1","turquoise"
"6699","UGT3A2","turquoise"
"6700","LMBRD2","brown"
"6701","MIR580","green"
"6702","SKP2","brown"
"6703","NADK2","brown"
"6704","RANBP3L","turquoise"
"6705","SLC1A3","red"
"6706","107986413","blue"
"6707","NIPBL-DT","brown"
"6708","NIPBL","blue"
"6709","CPLANE1","blue"
"6710","NUP155","blue"
"6711","WDR70","blue"
"6712","GDNF","turquoise"
"6713","EGFLAM","yellow"
"6714","LIFR","red"
"6715","LIFR-AS1","red"
"6716","112267930","blue"
"6717","OSMR","red"
"6718","RICTOR","blue"
"6719","FYB1","magenta"
"6720","C9","turquoise"
"6721","DAB2","purple"
"6722","PTGER4","yellow"
"6723","TTC33","brown"
"6724","PRKAA1","brown"
"6725","RPL37","green"
"6726","CARD6","yellow"
"6727","C7","red"
"6728","MROH2B","turquoise"
"6729","LOC105374739","turquoise"
"6730","C6","yellow"
"6731","PLCXD3","yellow"
"6732","OXCT1","brown"
"6733","OXCT1-AS1","grey"
"6734","RIMOC1","brown"
"6735","FBXO4","brown"
"6736","GHR","yellow"
"6737","CCDC152","blue"
"6738","SELENOP","blue"
"6739","FLJ32255","cyan"
"6740","LOC105374746","cyan"
"6741","ANXA2R-OT1","grey"
"6742","LOC105374748","blue"
"6743","ANXA2R","magenta"
"6744","ANXA2R-AS1","blue"
"6745","LOC100132356","blue"
"6746","LOC100506639","blue"
"6747","ZNF131","blue"
"6748","NIM1K","turquoise"
"6749","HMGCS1","blue"
"6750","CCL28","yellow"
"6751","TMEM267","blue"
"6752","C5orf34-AS1","grey"
"6753","C5orf34","blue"
"6754","PAIP1","brown"
"6755","NNT-AS1","turquoise"
"6756","NNT","blue"
"6757","FGF10","yellow"
"6758","MRPS30-DT","black"
"6759","MRPS30","grey"
"6760","HCN1","turquoise"
"6761","EMB","brown"
"6762","PARP8","turquoise"
"6763","ISL1","turquoise"
"6764","ITGA1","red"
"6765","PELO","blue"
"6766","ITGA2","turquoise"
"6767","MOCS2","turquoise"
"6768","MOCS2-DT","turquoise"
"6769","FST","turquoise"
"6770","NDUFS4","brown"
"6771","ARL15","brown"
"6772","MIR581","blue"
"6773","HSPB3","turquoise"
"6774","SNX18","blue"
"6775","ESM1","turquoise"
"6776","GZMK","magenta"
"6777","GZMA","magenta"
"6778","CDC20B","turquoise"
"6779","GPX8","turquoise"
"6780","MCIDAS","grey"
"6781","CCNO","brown"
"6782","DHX29","blue"
"6783","105378973","turquoise"
"6784","MTREX","blue"
"6785","PLPP1","yellow"
"6786","RNF138P1","blue"
"6787","SLC38A9","blue"
"6788","DDX4","turquoise"
"6789","IL31RA","turquoise"
"6790","IL6ST","blue"
"6791","IL6ST-DT","turquoise"
"6792","ANKRD55","turquoise"
"6793","LINC01948","turquoise"
"6794","C5orf67","turquoise"
"6795","MAP3K1","grey"
"6796","LOC105378980","grey"
"6797","SETD9","grey"
"6798","MIER3","brown"
"6799","GPBP1","turquoise"
"6800","ACTBL2","turquoise"
"6801","PLK2","grey"
"6802","GAPT","magenta"
"6803","LINC02108","turquoise"
"6804","RAB3C","yellow"
"6805","PDE4D","blue"
"6806","MIR582","salmon"
"6807","LOC107986350","grey"
"6808","PART1","grey"
"6809","DEPDC1B","blue"
"6810","ELOVL7","brown"
"6811","ERCC8","blue"
"6812","ERCC8-AS1","brown"
"6813","NDUFAF2","grey"
"6814","SMIM15","grey"
"6815","ZSWIM6","turquoise"
"6816","LINC03122","turquoise"
"6817","KIF2A","brown"
"6818","DIMT1","brown"
"6819","IPO11","brown"
"6820","IPO11-LRRC70","brown"
"6821","LRRC70","red"
"6822","HTR1A","turquoise"
"6823","RNF180","yellow"
"6824","RGS7BP","red"
"6825","SHISAL2B","turquoise"
"6826","SREK1IP1","brown"
"6827","CWC27","blue"
"6828","ADAMTS6","grey"
"6829","CENPK","blue"
"6830","PPWD1","blue"
"6831","TRIM23","brown"
"6832","TRAPPC13","brown"
"6833","SHLD3","blue"
"6834","SGTB","brown"
"6835","NLN","grey"
"6836","ERBIN","turquoise"
"6837","SREK1","blue"
"6838","MAST4","blue"
"6839","CD180","magenta"
"6840","LINC02219","turquoise"
"6841","PIK3R1","yellow"
"6842","LOC105379011","turquoise"
"6843","SLC30A5","blue"
"6844","CCNB1","blue"
"6845","LOC112267932","turquoise"
"6846","CENPH","blue"
"6847","KGD4","grey"
"6848","CDK7","grey"
"6849","CCDC125","greenyellow"
"6850","AK6","turquoise"
"6851","TAF9","grey"
"6852","RAD17","brown"
"6853","MARVELD2","grey"
"6854","OCLN","grey"
"6855","GTF2H2C","blue"
"6856","GUSBP3","blue"
"6857","LOC105369228","blue"
"6858","112267941","blue"
"6859","SERF1B","turquoise"
"6860","LOC107986372","turquoise"
"6861","SMN2","grey"
"6862","GUSBP14","blue"
"6863","112267939","blue"
"6864","112267940","blue"
"6865","107986356","blue"
"6866","GTF2H2B","blue"
"6867","GUSBP15","blue"
"6868","LOC441081","blue"
"6869","GUSBP16","blue"
"6870","LOC101929599","blue"
"6871","SERF1A","turquoise"
"6872","LOC107986373","turquoise"
"6873","SMN1","grey"
"6874","NAIP","blue"
"6875","LOC112267942","blue"
"6876","GTF2H2","blue"
"6877","OCLNP1","turquoise"
"6878","GUSBP17","blue"
"6879","BDP1","blue"
"6880","MCCC2","greenyellow"
"6881","CARTPT","turquoise"
"6882","LOC105379028","cyan"
"6883","MAP1B","brown"
"6884","MRPS27","blue"
"6885","LOC107986422","blue"
"6886","PTCD2","brown"
"6887","ZNF366","yellow"
"6888","TNPO1","turquoise"
"6889","FCHO2","brown"
"6890","TMEM171","turquoise"
"6891","TMEM174","turquoise"
"6892","LOC107986383","turquoise"
"6893","FOXD1","greenyellow"
"6894","BTF3","blue"
"6895","ANKRA2","blue"
"6896","UTP15","brown"
"6897","ARHGEF28","lightcyan"
"6898","ENC1","turquoise"
"6899","HEXB","blue"
"6900","GFM2","brown"
"6901","NSA2","grey"
"6902","FAM169A","green"
"6903","GCNT4","red"
"6904","ANKRD31","green"
"6905","HMGCR","brown"
"6906","CERT1","brown"
"6907","POLK","brown"
"6908","ANKDD1B","blue"
"6909","107986424","green"
"6910","POC5","blue"
"6911","SV2C","turquoise"
"6912","IQGAP2","grey"
"6913","F2RL2","turquoise"
"6914","F2R","purple"
"6915","F2RL1","grey"
"6916","S100Z","turquoise"
"6917","CRHBP","yellow"
"6918","AGGF1","blue"
"6919","ZBED3","grey"
"6920","SNORA47","blue"
"6921","ZBED3-AS1","grey"
"6922","PDE8B","yellow"
"6923","WDR41","brown"
"6924","OTP","pink"
"6925","TBCA","grey"
"6926","AP3B1","blue"
"6927","SCAMP1-AS1","grey"
"6928","SCAMP1","brown"
"6929","LHFPL2","turquoise"
"6930","ARSB","brown"
"6931","DMGDH","yellow"
"6932","BHMT2","yellow"
"6933","BHMT","turquoise"
"6934","JMY","turquoise"
"6935","HOMER1","yellow"
"6936","LOC107986426","blue"
"6937","TENT2","turquoise"
"6938","CMYA5","blue"
"6939","MTX3","brown"
"6940","THBS4","yellow"
"6941","THBS4-AS1","yellow"
"6942","SERINC5","brown"
"6943","LOC644936","turquoise"
"6944","SPZ1","turquoise"
"6945","CRSP8P","grey"
"6946","ZFYVE16","blue"
"6947","FAM151B","blue"
"6948","ANKRD34B","turquoise"
"6949","DHFR","grey"
"6950","MTRNR2L2","grey"
"6951","MSH3","blue"
"6952","LOC107986428","blue"
"6953","RASGRF2","yellow"
"6954","CKMT2","yellow"
"6955","CKMT2-AS1","grey"
"6956","ZCCHC9","turquoise"
"6957","ACOT12","green"
"6958","SSBP2","brown"
"6959","ATG10","blue"
"6960","RPS23","green"
"6961","ATP6AP1L","blue"
"6962","LOC105379052","grey"
"6963","TMEM167A","brown"
"6964","SCARNA18","blue"
"6965","XRCC4","brown"
"6966","VCAN","turquoise"
"6967","HAPLN1","turquoise"
"6968","EDIL3","yellow"
"6969","EDIL3-DT","turquoise"
"6970","NBPF22P","turquoise"
"6971","COX7C","green"
"6972","LINC01949","turquoise"
"6973","RASA1","turquoise"
"6974","CCNH","turquoise"
"6975","LOC644285","blue"
"6976","TMEM161B","blue"
"6977","TMEM161B-DT","blue"
"6978","MIR9-2HG","turquoise"
"6979","MEF2C-AS2","yellow"
"6980","MEF2C","red"
"6981","107986361","blue"
"6982","CETN3","grey"
"6983","MBLAC2","brown"
"6984","POLR3G","turquoise"
"6985","LYSMD3","blue"
"6986","ADGRV1","greenyellow"
"6987","ARRDC3","grey"
"6988","ARRDC3-AS1","grey"
"6989","NR2F1-AS1","grey"
"6990","NR2F1","yellow"
"6991","ARB2A","blue"
"6992","POU5F2","blue"
"6993","LOC105379087","grey"
"6994","KIAA0825","blue"
"6995","SLF1","blue"
"6996","MCTP1","red"
"6997","FAM81B","turquoise"
"6998","SKIC3","brown"
"6999","ARSK","grey"
"7000","GPR150","pink"
"7001","RFESD","brown"
"7002","SPATA9","yellow"
"7003","RHOBTB3","yellow"
"7004","GLRX","grey"
"7005","LINC01554","turquoise"
"7006","ELL2","turquoise"
"7007","107984114","blue"
"7008","PCSK1","blue"
"7009","CAST","green"
"7010","107986364","blue"
"7011","LOC107986363","blue"
"7012","105379094","blue"
"7013","ERAP1","yellow"
"7014","102724748","red"
"7015","ERAP2","blue"
"7016","LNPEP","yellow"
"7017","LIX1-AS1","grey"
"7018","LIX1","turquoise"
"7019","RIOK2","brown"
"7020","RGMB","turquoise"
"7021","CHD1","blue"
"7022","CHD1-DT","grey"
"7023","LOC100289230","blue"
"7024","LOC100652833","turquoise"
"7025","GUSBP19","brown"
"7026","LOC105379100","blue"
"7027","FAM174A","blue"
"7028","ST8SIA4","brown"
"7029","MIR548P","green"
"7030","LOC107986437","cyan"
"7031","SLCO4C1","blue"
"7032","SLCO6A1","green"
"7033","PAM","blue"
"7034","GIN1","blue"
"7035","PPIP5K2","blue"
"7036","MACIR","grey"
"7037","NUDT12","grey"
"7038","EFNA5","black"
"7039","FBXL17","blue"
"7040","LINC01023","turquoise"
"7041","FER","grey"
"7042","LOC285638","cyan"
"7043","PJA2","blue"
"7044","MAN2A1","brown"
"7045","LINC01848","turquoise"
"7046","TMEM232","turquoise"
"7047","SLC25A46","brown"
"7048","TSLP","turquoise"
"7049","WDR36","brown"
"7050","CAMK4","brown"
"7051","STARD4","brown"
"7052","STARD4-AS1","blue"
"7053","NREP","turquoise"
"7054","EPB41L4A","blue"
"7055","EPB41L4A-AS1","grey"
"7056","SNORA13","blue"
"7057","EPB41L4A-DT","grey"
"7058","APC","brown"
"7059","SRP19","blue"
"7060","REEP5","grey"
"7061","DCP2","blue"
"7062","MCC","red"
"7063","TSSK1B","turquoise"
"7064","YTHDC2","blue"
"7065","KCNN2","turquoise"
"7066","TRIM36","grey"
"7067","PGGT1B","blue"
"7068","CCDC112","blue"
"7069","FEM1C","brown"
"7070","TMED7-TICAM2","blue"
"7071","TICAM2","turquoise"
"7072","TICAM2-AS1","red"
"7073","TMED7","blue"
"7074","CDO1","yellow"
"7075","ATG12","grey"
"7076","AP3S1","blue"
"7077","LVRN","yellow"
"7078","ARL14EPL","turquoise"
"7079","COMMD10","brown"
"7080","LOC101927190","blue"
"7081","SEMA6A","grey"
"7082","SEMA6A-AS1","grey"
"7083","DTWD2","brown"
"7084","MIR1244-2","yellow"
"7085","DMXL1","brown"
"7086","TNFAIP8","magenta"
"7087","LOC102723444","blue"
"7088","HSD17B4","blue"
"7089","FAM170A","turquoise"
"7090","PRR16","yellow"
"7091","FTMT","green"
"7092","SRFBP1","turquoise"
"7093","LOX","purple"
"7094","ZNF474","turquoise"
"7095","ZNF475","turquoise"
"7096","SNCAIP","red"
"7097","MGC32805","brown"
"7098","SNX2","blue"
"7099","SNX24","turquoise"
"7100","PPIC","blue"
"7101","PRDM6-AS1","turquoise"
"7102","PRDM6","turquoise"
"7103","CEP120","brown"
"7104","CSNK1G3","brown"
"7105","ZNF608","yellow"
"7106","GRAMD2B","grey"
"7107","ALDH7A1","turquoise"
"7108","PHAX","blue"
"7109","SPMIP10","green"
"7110","LMNB1","blue"
"7111","MARCHF3","turquoise"
"7112","LOC105379163","grey"
"7113","C5orf63","blue"
"7114","MEGF10","turquoise"
"7115","PRRC1","brown"
"7116","CTXN3","turquoise"
"7117","CCDC192","turquoise"
"7118","SLC12A2-DT","blue"
"7119","101929964","blue"
"7120","SLC12A2","grey"
"7121","FBN2","blue"
"7122","SLC27A6","turquoise"
"7123","ISOC1","blue"
"7124","ADAMTS19","blue"
"7125","MINAR2","turquoise"
"7126","CHSY3","red"
"7127","105379170","blue"
"7128","HINT1","green"
"7129","LYRM7","turquoise"
"7130","CDC42SE2","brown"
"7131","LOC105379173","blue"
"7132","RAPGEF6","blue"
"7133","FNIP1","brown"
"7134","ACSL6","turquoise"
"7135","IL3","turquoise"
"7136","CSF2","turquoise"
"7137","P4HA2-AS1","grey"
"7138","P4HA2","turquoise"
"7139","PDLIM4","yellow"
"7140","SLC22A4","black"
"7141","MIR3936HG","black"
"7142","MIR3936","grey"
"7143","SLC22A5","black"
"7144","CARINH","grey"
"7145","IRF1","green"
"7146","IL5","green"
"7147","RAD50","blue"
"7148","TH2LCRR","blue"
"7149","IL13","turquoise"
"7150","IL4","turquoise"
"7151","LOC105379176","turquoise"
"7152","KIF3A","blue"
"7153","CCNI2","turquoise"
"7154","SEPTIN8","purple"
"7155","SOWAHA","grey"
"7156","SHROOM1","brown"
"7157","GDF9","green"
"7158","UQCRQ","turquoise"
"7159","LEAP2","blue"
"7160","AFF4","turquoise"
"7161","ZCCHC10","blue"
"7162","HSPA4","grey"
"7163","FSTL4","grey"
"7164","CTB-49A3.2","blue"
"7165","CTB-3M24.3","blue"
"7166","MIR1289-2","green"
"7167","C5orf15","blue"
"7168","VDAC1","green"
"7169","TCF7","turquoise"
"7170","SKP1","brown"
"7171","PPP2CA","blue"
"7172","MIR3661","blue"
"7173","CDKL3","green"
"7174","UBE2B","brown"
"7175","CDKN2AIPNL","turquoise"
"7176","JADE2","blue"
"7177","SAR1B","brown"
"7178","SEC24A","turquoise"
"7179","CAMLG","blue"
"7180","DDX46","blue"
"7181","C5orf24","green"
"7182","TXNDC15","purple"
"7183","PCBD2","turquoise"
"7184","CATSPER3","blue"
"7185","107986452","grey"
