"","Gene","Module"
"13634","ELF5","greenyellow"
"13635","EHF","turquoise"
"13636","APIP","brown"
"13637","PDHX","brown"
"13638","CD44","green"
"13639","SLC1A2","grey"
"13640","PAMR1","yellow"
"13641","FJX1","blue"
"13642","TRIM44","green"
"13643","LDLRAD3","grey"
"13644","COMMD9","blue"
"13645","PRR5L","yellow"
"13646","TRAF6","brown"
"13647","RAG1","turquoise"
"13648","RAG2","turquoise"
"13649","IFTAP","brown"
"13650","LRRC4C","turquoise"
"13651","LINC02740","turquoise"
"13652","API5","grey"
"13653","TTC17","blue"
"13654","HSD17B12","blue"
"13655","MIR129-2","turquoise"
"13656","LOC107984328","turquoise"
"13657","ALKBH3","brown"
"13658","SEC14L1P1","blue"
"13659","C11orf96","purple"
"13660","ACCSL","turquoise"
"13661","ACCS","brown"
"13662","EXT2","blue"
"13663","ALX4","yellow"
"13664","CD82","blue"
"13665","TSPAN18","yellow"
"13666","TP53I11","grey"
"13667","PRDM11","yellow"
"13668","101060179","turquoise"
"13669","SYT13","turquoise"
"13670","CHST1","grey"
"13671","LINC02716","turquoise"
"13672","SLC35C1","grey"
"13673","CRY2","blue"
"13674","MAPK8IP1","blue"
"13675","FREY1","pink"
"13676","PEX16","blue"
"13677","LARGE2","brown"
"13678","PHF21A","grey"
"13679","CREB3L1","grey"
"13680","DGKZ","brown"
"13681","MIR4688","blue"
"13682","MDK","green"
"13683","CHRM4","turquoise"
"13684","AMBRA1","green"
"13685","HARBI1","turquoise"
"13686","ATG13","blue"
"13687","ARHGAP1","green"
"13688","ZNF408","pink"
"13689","F2","turquoise"
"13690","CKAP5","yellow"
"13691","LRP4-AS1","turquoise"
"13692","LRP4","yellow"
"13693","CSTPP1","grey"
"13694","107984329","grey"
"13695","ARFGAP2","blue"
"13696","PACSIN3","blue"
"13697","DDB2","brown"
"13698","ACP2","blue"
"13699","NR1H3","yellow"
"13700","MADD","turquoise"
"13701","MYBPC3","turquoise"
"13702","SPI1","grey"
"13703","SLC39A13","blue"
"13704","PSMC3","blue"
"13705","RAPSN","turquoise"
"13706","CELF1","green"
"13707","PTPMT1","blue"
"13708","KBTBD4","blue"
"13709","NDUFS3","yellow"
"13710","FAM180B","yellow"
"13711","C1QTNF4","pink"
"13712","MTCH2","yellow"
"13713","AGBL2","turquoise"
"13714","FNBP4","blue"
"13715","NUP160","grey"
"13716","PTPRJ","turquoise"
"13717","OR4B1","turquoise"
"13718","OR4X2","turquoise"
"13719","OR4X1","turquoise"
"13720","OR4S1","turquoise"
"13721","OR4C3","turquoise"
"13722","OR4C5","turquoise"
"13723","OR4A47","turquoise"
"13724","TRIM49B","turquoise"
"13725","TRIM64C","turquoise"
"13726","FOLH1","grey"
"13727","GRM5P1","turquoise"
"13728","OR4C13","turquoise"
"13729","OR4C12","turquoise"
"13730","OR4C45","turquoise"
"13731","SEPTIN7P11","turquoise"
"13732","OR4C46","turquoise"
"13733","OR4A5","turquoise"
"13734","TRIM48","turquoise"
"13735","TRIM51HP","turquoise"
"13736","OR4A16","turquoise"
"13737","OR4A15","turquoise"
"13738","OR4C15","turquoise"
"13739","OR4C16","turquoise"
"13740","OR4C11","grey"
"13741","OR4P4","turquoise"
"13742","OR4S2","turquoise"
"13743","OR4C6","turquoise"
"13744","OR5D13","turquoise"
"13745","OR5D14","turquoise"
"13746","OR5L1","turquoise"
"13747","OR5D18","turquoise"
"13748","OR5L2","turquoise"
"13749","OR5D16","turquoise"
"13750","TRIM51","turquoise"
"13751","OR5W2","turquoise"
"13752","OR5I1","turquoise"
"13753","OR10AG1","salmon"
"13754","OR7E5P","turquoise"
"13755","OR5F1","turquoise"
"13756","OR5AS1","turquoise"
"13757","OR8I2","turquoise"
"13758","OR8H2","turquoise"
"13759","OR8H3","turquoise"
"13760","OR8J3","turquoise"
"13761","OR8K5","salmon"
"13762","OR5J2","turquoise"
"13763","OR5T2","turquoise"
"13764","OR5T3","turquoise"
"13765","OR5T1","salmon"
"13766","OR8H1","turquoise"
"13767","OR8K3","turquoise"
"13768","OR8K1","turquoise"
"13769","OR8J1","turquoise"
"13770","OR8U1","turquoise"
"13771","OR8U3","turquoise"
"13772","OR5M9","turquoise"
"13773","OR5M3","turquoise"
"13774","OR5M8","turquoise"
"13775","OR5M11","turquoise"
"13776","OR5M10","salmon"
"13777","OR5M1","turquoise"
"13778","OR5AP2","turquoise"
"13779","OR5AR1","turquoise"
"13780","OR9G1","turquoise"
"13781","OR9G4","turquoise"
"13782","OR5AK2","salmon"
"13783","OR5AK4P","blue"
"13784","LRRC55","grey"
"13785","APLNR","yellow"
"13786","TNKS1BP1","blue"
"13787","SSRP1","blue"
"13788","P2RX3","turquoise"
"13789","PRG3","turquoise"
"13790","PRG2","turquoise"
"13791","105369312","turquoise"
"13792","SLC43A3","midnightblue"
"13793","RTN4RL2","blue"
"13794","SLC43A1","grey"
"13795","TIMM10","yellow"
"13796","SMTNL1","brown"
"13797","UBE2L6","blue"
"13798","SERPING1","purple"
"13799","MIR130A","grey"
"13800","YPEL4","turquoise"
"13801","CLP1","brown"
"13802","ZDHHC5","green"
"13803","MED19","purple"
"13804","TMX2-CTNND1","green"
"13805","TMX2","turquoise"
"13806","SELENOH","turquoise"
"13807","BTBD18","blue"
"13808","CTNND1","green"
"13809","OR9Q1","turquoise"
"13810","OR6Q1","turquoise"
"13811","OR9I1","turquoise"
"13812","OR9Q2","turquoise"
"13813","OR1S2","turquoise"
"13814","OR1S1","turquoise"
"13815","OR10Q1","turquoise"
"13816","OR10W1","turquoise"
"13817","OR5B17","salmon"
"13818","OR5B3","turquoise"
"13819","OR5B2","turquoise"
"13820","OR5B12","turquoise"
"13821","OR5B21","blue"
"13822","LPXN","blue"
"13823","ZFP91","grey"
"13824","ZFP91-CNTF","grey"
"13825","CNTF","brown"
"13826","GLYAT","yellow"
"13827","GLYATL2","blue"
"13828","GLYATL1","blue"
"13829","LOC283194","blue"
"13830","LOC105369315","blue"
"13831","FAM111B","blue"
"13832","FAM111A-DT","grey"
"13833","FAM111A","blue"
"13834","DTX4","turquoise"
"13835","MPEG1","grey"
"13836","OR5AN1","salmon"
"13837","OR5A2","turquoise"
"13838","OR5A1","turquoise"
"13839","OR4D6","turquoise"
"13840","OR4D10","turquoise"
"13841","OR4D11","turquoise"
"13842","OR4D9","turquoise"
"13843","OSBP","blue"
"13844","PATL1","grey"
"13845","OR10V1","turquoise"
"13846","OR10V2P","turquoise"
"13847","STX3","blue"
"13848","MRPL16","grey"
"13849","CBLIF","green"
"13850","TCN1","red"
"13851","OOSP1","turquoise"
"13852","OOSP2","turquoise"
"13853","MS4A3","turquoise"
"13854","MS4A2","yellow"
"13855","MS4A6A","magenta"
"13856","MS4A4E","blue"
"13857","MS4A4A","grey"
"13858","MS4A6E","green"
"13859","MS4A7","grey"
"13860","MS4A14","grey"
"13861","MS4A5","turquoise"
"13862","MS4A1","magenta"
"13863","MS4A12","turquoise"
"13864","105369320","turquoise"
"13865","MS4A13","turquoise"
"13866","MS4A8","turquoise"
"13867","MS4A18","turquoise"
"13868","MS4A15","turquoise"
"13869","MS4A10","turquoise"
"13870","CCDC86","grey"
"13871","PTGDR2","pink"
"13872","ZP1","turquoise"
"13873","PRPF19","turquoise"
"13874","TMEM109","blue"
"13875","TMEM132A","yellow"
"13876","SLC15A3","blue"
"13877","CD6","magenta"
"13878","LOC105369325","blue"
"13879","CD5","magenta"
"13880","VPS37C","brown"
"13881","PGA3","turquoise"
"13882","PGA4","turquoise"
"13883","PGA5","turquoise"
"13884","VWCE","turquoise"
"13885","DDB1","green"
"13886","TKFC","black"
"13887","CYB561A3","yellow"
"13888","TMEM138","blue"
"13889","TMEM216","grey"
"13890","CPSF7","brown"
"13891","SDHAF2","blue"
"13892","SAXO4","turquoise"
"13893","LRRC10B","grey"
"13894","SYT7","brown"
"13895","RPLP0P2","brown"
"13896","DAGLA","turquoise"
"13897","MYRF","pink"
"13898","MYRF-AS1","turquoise"
"13899","TMEM258","red"
"13900","MIR611","turquoise"
"13901","FEN1","blue"
"13902","FADS1","grey"
"13903","FADS2","turquoise"
"13904","FADS3","yellow"
"13905","RAB3IL1","blue"
"13906","BEST1","green"
"13907","LOC107984334","yellow"
"13908","FTH1","green"
"13909","LOC399900","blue"
"13910","INCENP","blue"
"13911","SCGB1D1","turquoise"
"13912","SCGB2A1","grey"
"13913","SCGB1D2","yellow"
"13914","SCGB2A2","turquoise"
"13915","SCGB1D4","turquoise"
"13916","ASRGL1","yellow"
"13917","SCGB1A1","turquoise"
"13918","AHNAK","green"
"13919","EEF1G","green"
"13920","TUT1","brown"
"13921","MTA2","turquoise"
"13922","EML3","grey"
"13923","ROM1","blue"
"13924","B3GAT3","brown"
"13925","GANAB","blue"
"13926","INTS5","grey"
"13927","LBHD1","yellow"
"13928","C11orf98","yellow"
"13929","CSKMT","blue"
"13930","SNORA57","blue"
"13931","UQCC3","grey"
"13932","UBXN1","blue"
"13933","LRRN4CL","yellow"
"13934","HNRNPUL2-BSCL2","blue"
"13935","BSCL2","brown"
"13936","GNG3","brown"
"13937","HNRNPUL2","blue"
"13938","TTC9C","blue"
"13939","ZBTB3","turquoise"
"13940","POLR2G","grey"
"13941","TAF6L","brown"
"13942","TMEM179B","green"
"13943","TMEM223","red"
"13944","NXF1","brown"
"13945","STX5","blue"
"13946","STX5-DT","brown"
"13947","WDR74","blue"
"13948","SNHG1","blue"
"13949","SNORD22","blue"
"13950","SNORD31","blue"
"13951","SNORD30","blue"
"13952","SNORD29","blue"
"13953","SNORD28","blue"
"13954","SNORD27","turquoise"
"13955","SNORD26","turquoise"
"13956","SNORD25","turquoise"
"13957","SLC3A2","blue"
"13958","CHRM1","grey"
"13959","LOC105369333","turquoise"
"13960","SLC22A6","turquoise"
"13961","SLC22A8","turquoise"
"13962","SLC22A24","turquoise"
"13963","SLC22A25","turquoise"
"13964","SLC22A10","turquoise"
"13965","SLC22A9","turquoise"
"13966","PLAAT5","yellow"
"13967","LGALS12","yellow"
"13968","PLAAT4","blue"
"13969","PLAAT2","turquoise"
"13970","PLAAT3","blue"
"13971","LOC105369335","turquoise"
"13972","107984336","blue"
"13973","ATL3","blue"
"13974","RTN3","blue"
"13975","ZFTA","yellow"
"13976","SPINDOC","red"
"13977","MARK2","red"
"13978","RCOR2","blue"
"13979","NAA40","brown"
"13980","COX8A","green"
"13981","OTUB1","brown"
"13982","MACROD1","brown"
"13983","101927673","brown"
"13984","FLRT1","blue"
"13985","STIP1","blue"
"13986","FERMT3","magenta"
"13987","TRPT1","brown"
"13988","NUDT22","brown"
"13989","DNAJC4","brown"
"13990","VEGFB","blue"
"13991","FKBP2","brown"
"13992","LOC114841035","brown"
"13993","PPP1R14B","red"
"13994","PPP1R14B-AS1","brown"
"13995","PLCB3","brown"
"13996","BAD","blue"
"13997","GPR137","brown"
"13998","KCNK4","pink"
"13999","KCNK4-CATSPERZ","pink"
"14000","CATSPERZ","turquoise"
"14001","ESRRA","brown"
"14002","TRMT112","blue"
"14003","PRDX5","blue"
"14004","LOC102723878","brown"
"14005","CCDC88B","magenta"
"14006","RPS6KA4","blue"
"14007","LINC02724","turquoise"
"14008","SLC22A11","turquoise"
"14009","SLC22A12","yellow"
"14010","NRXN2","yellow"
"14011","RASGRP2","grey"
"14012","PYGM","yellow"
"14013","SF1","green"
"14014","MAP4K2","brown"
"14015","MEN1","brown"
"14016","CDC42BPG","yellow"
"14017","EHD1","blue"
"14018","MIR194-2HG","turquoise"
"14019","ATG2A","brown"
"14020","PPP2R5B","brown"
"14021","GPHA2","turquoise"
"14022","MAJIN","turquoise"
"14023","BATF2","turquoise"
"14024","ARL2-SNX15","blue"
"14025","ARL2","blue"
"14026","SNX15","blue"
"14027","SAC3D1","grey"
"14028","NAALADL1","turquoise"
"14029","CDCA5","blue"
"14030","ZFPL1","blue"
"14031","TMEM262","grey"
"14032","VPS51","blue"
"14033","TM7SF2","turquoise"
"14034","ZNHIT2","grey"
"14035","FAU","green"
"14036","MRPL49","blue"
"14037","SYVN1","green"
"14038","SPDYC","turquoise"
"14039","CAPN1-AS1","turquoise"
"14040","CAPN1","blue"
"14041","SLC22A20P","turquoise"
"14042","POLA2","blue"
"14043","LOC105369344","brown"
"14044","CDC42EP2","yellow"
"14045","DPF2","blue"
"14046","TIGD3","pink"
"14047","SLC25A45","brown"
"14048","FRMD8","blue"
"14049","107984338","green"
"14050","NEAT1","green"
"14051","MIR612","green"
"14052","FAUP4","grey"
"14053","MALAT1","green"
"14054","TALAM1","green"
"14055","MASCRNA","blue"
"14056","SCYL1","brown"
"14057","LTBP3","blue"
"14058","ZNRD2-DT","pink"
"14059","ZNRD2","grey"
"14060","FAM89B","brown"
"14061","EHBP1L1","brown"
"14062","KCNK7","pink"
"14063","MAP3K11","brown"
"14064","PCNX3","green"
"14065","MIR4690","brown"
"14066","SIPA1","grey"
"14067","RELA","turquoise"
"14068","RELA-DT","turquoise"
"14069","KAT5","brown"
"14070","RNASEH2C","brown"
"14071","AP5B1","blue"
"14072","OVOL1","grey"
"14073","SNX32","turquoise"
"14074","CFL1","green"
"14075","MUS81","brown"
"14076","EFEMP2","yellow"
"14077","CTSW","magenta"
"14078","FIBP","blue"
"14079","CCDC85B","blue"
"14080","FOSL1","turquoise"
"14081","C11orf68","blue"
"14082","DRAP1","blue"
"14083","TSGA10IP","turquoise"
"14084","SART1","blue"
"14085","EIF1AD","turquoise"
"14086","BANF1","brown"
"14087","CST6","grey"
"14088","CATSPER1","turquoise"
"14089","GAL3ST3","pink"
"14090","SF3B2","turquoise"
"14091","PACS1","green"
"14092","LOC105369354","blue"
"14093","KLC2","yellow"
"14094","KLC2-AS1","yellow"
"14095","RAB1B","blue"
"14096","LOC107984340","green"
"14097","CNIH2","blue"
"14098","YIF1A","blue"
"14099","TMEM151A","pink"
"14100","CD248","purple"
"14101","RIN1","pink"
"14102","BRMS1","red"
"14103","B4GAT1","blue"
"14104","B4GAT1-DT","blue"
"14105","SLC29A2","yellow"
"14106","NPAS4","turquoise"
"14107","MRPL11","yellow"
"14108","PELI3","grey"
"14109","DPP3-DT","turquoise"
"14110","DPP3","red"
"14111","BBS1","black"
"14112","ZDHHC24","blue"
"14113","ACTN3","turquoise"
"14114","CTSF","blue"
"14115","CCDC87","black"
"14116","CCS","brown"
"14117","RBM14-RBM4","green"
"14118","RBM14","green"
"14119","RBM4","green"
"14120","RBM4B","blue"
"14121","SPTBN2","yellow"
"14122","TOP6BL","blue"
"14123","RCE1","brown"
"14124","PC","yellow"
"14125","LRFN4","blue"
"14126","C11orf86","turquoise"
"14127","SYT12","brown"
"14128","RHOD","brown"
"14129","LOC107984341","blue"
"14130","KDM2A","green"
"14131","GRK2","brown"
"14132","ANKRD13D","brown"
"14133","SSH3","brown"
"14134","LOC100130987","blue"
"14135","POLD4","brown"
"14136","CLCF1","brown"
"14137","RAD9A","brown"
"14138","PPP1CA","lightcyan"
"14139","TBC1D10C","magenta"
"14140","CARNS1","brown"
"14141","RPS6KB2","brown"
"14142","CORO1B","turquoise"
"14143","PTPRCAP","grey"
"14144","GPR152","pink"
"14145","CABP4","brown"
"14146","TMEM134","lightcyan"
"14147","AIP","blue"
"14148","MIR6752","turquoise"
"14149","PITPNM1","brown"
"14150","CDK2AP2","grey"
"14151","CABP2","turquoise"
"14152","GSTP1","grey"
"14153","NDUFV1-DT","turquoise"
"14154","NDUFV1","turquoise"
"14155","DOC2GP","blue"
"14156","NUDT8","turquoise"
"14157","TBX10","blue"
"14158","ACY3","blue"
"14159","ALDH3B2","turquoise"
"14160","FAM86C2P","grey"
"14161","LINC02754","grey"
"14162","LOC112268076","turquoise"
"14163","UNC93B1","lightcyan"
"14164","ALDH3B1","grey"
"14165","NDUFS8","lightcyan"
"14166","MIR7113","brown"
"14167","MIR4691","brown"
"14168","TCIRG1","brown"
"14169","MIR6753","blue"
"14170","CHKA","blue"
"14171","KMT5B","turquoise"
"14172","C11orf24","green"
"14173","LOC105369363","turquoise"
"14174","LRP5","grey"
"14175","PPP6R3","turquoise"
"14176","LOC107984343","greenyellow"
"14177","GAL","greenyellow"
"14178","TESMIN","yellow"
"14179","CPT1A","turquoise"
"14180","LINC02701","blue"
"14181","MRPL21","red"
"14182","IGHMBP2","blue"
"14183","MRGPRD","turquoise"
"14184","MRGPRF","yellow"
"14185","TPCN2","grey"
"14186","107984344","blue"
"14187","SMIM38","turquoise"
"14188","MYEOV","grey"
"14189","LOC105369370","grey"
"14190","CCND1","blue"
"14191","LTO1","blue"
"14192","FGF19","turquoise"
"14193","FGF4","turquoise"
"14194","FGF3","turquoise"
"14195","ANO1","yellow"
"14196","105369372","turquoise"
"14197","LOC101928473","cyan"
"14198","FADD","grey"
"14199","PPFIA1","turquoise"
"14200","MIR548K","blue"
"14201","LOC105369373","turquoise"
"14202","107984347","turquoise"
"14203","CTTN","green"
"14204","SHANK2","turquoise"
"14205","SHANK2-AS1","blue"
"14206","SHANK2-AS3","brown"
"14207","DHCR7","yellow"
"14208","NADSYN1","blue"
"14209","KRTAP5-7","turquoise"
"14210","KRTAP5-8","turquoise"
"14211","KRTAP5-9","turquoise"
"14212","KRTAP5-10","turquoise"
"14213","KRTAP5-11","turquoise"
"14214","FAM86C1P","brown"
"14215","ALG1L9P","blue"
"14216","ZNF705EP","green"
"14217","DEFB108B","turquoise"
"14218","XNDC1N","blue"
"14219","DEFB131B","blue"
"14220","RNF121","grey"
"14221","IL18BP","brown"
"14222","NUMA1","brown"
"14223","LOC100128494","brown"
"14224","LRTOMT","brown"
"14225","LAMTOR1","green"
"14226","ANAPC15","turquoise"
"14227","FOLR3","turquoise"
"14228","FOLR1","midnightblue"
"14229","FOLR2","yellow"
"14230","INPPL1","brown"
"14231","PHOX2A","pink"
"14232","CLPB","grey"
"14233","LOC112268077","blue"
"14234","LINC01537","yellow"
"14235","PDE2A","yellow"
"14236","PDE2A-AS2","yellow"
"14237","MIR139","turquoise"
"14238","PDE2A-AS1","turquoise"
"14239","ARAP1","brown"
"14240","ARAP1-AS2","blue"
"14241","STARD10","greenyellow"
"14242","105369380","blue"
"14243","LOC107984421","blue"
"14244","ATG16L2","brown"
"14245","FCHSD2","grey"
"14246","P2RY2","black"
"14247","P2RY6","grey"
"14248","ARHGEF17","blue"
"14249","ARHGEF17-AS1","yellow"
"14250","RELT","yellow"
"14251","FAM168A","green"
"14252","PLEKHB1","turquoise"
"14253","RAB6A","blue"
"14254","MRPL48","blue"
"14255","COA4","yellow"
"14256","PAAF1","grey"
"14257","DNAJB13","turquoise"
"14258","UCP2","green"
"14259","UCP3","brown"
"14260","C2CD3","blue"
"14261","PPME1","yellow"
"14262","LOC105369383","blue"
"14263","P4HA3","turquoise"
"14264","PGM2L1","blue"
"14265","KCNE3","yellow"
"14266","LIPT2","grey"
"14267","LIPT2-AS1","grey"
"14268","POLD3","blue"
"14269","CHRDL2","turquoise"
"14270","RNF169","turquoise"
"14271","XRRA1","blue"
"14272","LOC107984352","blue"
"14273","SPCS2","yellow"
"14274","NEU3","grey"
"14275","OR2AT4","turquoise"
"14276","SLCO2B1","grey"
"14277","TPBGL-AS1","grey"
"14278","TPBGL","grey"
"14279","ARRB1","blue"
"14280","RPS3","green"
"14281","SNORD15A","blue"
"14282","SNORD15B","blue"
"14283","KLHL35","brown"
"14284","GDPD5","yellow"
"14285","LOC105369389","turquoise"
"14286","SERPINH1","turquoise"
"14287","MAP6","turquoise"
"14288","MOGAT2","turquoise"
"14289","DGAT2","yellow"
"14290","UVRAG","blue"
"14291","WNT11","yellow"
"14292","THAP12","blue"
"14293","GVQW3","blue"
"14294","EMSY","turquoise"
"14295","LRRC32","purple"
"14296","107984360","purple"
"14297","GUCY2EP","turquoise"
"14298","TSKU","blue"
"14299","ACER3","brown"
"14300","B3GNT6","turquoise"
"14301","CAPN5","yellow"
"14302","OMP","pink"
"14303","MYO7A","grey"
"14304","GDPD4","turquoise"
"14305","PAK1","grey"
"14306","AQP11","blue"
"14307","CLNS1A","yellow"
"14308","RSF1","blue"
"14309","AAMDC","grey"
"14310","INTS4","blue"
"14311","NDUFC2-KCTD14","blue"
"14312","KCTD14","turquoise"
"14313","THRSP","yellow"
"14314","NDUFC2","blue"
"14315","ALG8","blue"
"14316","KCTD21-AS1","black"
"14317","KCTD21","turquoise"
"14318","USP35","brown"
"14319","GAB2","blue"
"14320","NARS2","blue"
"14321","LOC105369403","blue"
"14322","TENM4","yellow"
"14323","FAM181B","yellow"
"14324","PRCP","blue"
"14325","DDIAS","blue"
"14326","RAB30","yellow"
"14327","RAB30-DT","blue"
"14328","PCF11","blue"
"14329","ANKRD42-DT","blue"
"14330","PCF11-AS1","blue"
"14331","ANKRD42","purple"
"14332","CCDC90B","brown"
"14333","DLG2","grey"
"14334","DLG2-AS2","turquoise"
"14335","TMEM126B","blue"
"14336","TMEM126A","blue"
"14337","CREBZF","turquoise"
"14338","CCDC89","grey"
"14339","SYTL2","black"
"14340","CCDC83","turquoise"
"14341","PICALM","brown"
"14342","EED","blue"
"14343","HIKESHI","black"
"14344","CCDC81","green"
"14345","ME3","yellow"
"14346","ME3-DT","grey"
"14347","PRSS23","blue"
"14348","112268086","grey"
"14349","PRSS23-AS1","yellow"
"14350","107984428","red"
"14351","FZD4","yellow"
"14352","TMEM135","brown"
"14353","RAB38","turquoise"
"14354","CTSC","black"
"14355","LOC101929174","cyan"
"14356","GRM5","turquoise"
"14357","TYR","salmon"
"14358","NOX4","yellow"
"14359","FOLH1B","turquoise"
"14360","TRIM77","turquoise"
"14361","TRIM49","turquoise"
"14362","TRIM64B","turquoise"
"14363","TRIM49D1","turquoise"
"14364","TRIM49D2","turquoise"
"14365","TRIM64","turquoise"
"14366","TRIM51EP","turquoise"
"14367","TRIM53AP","turquoise"
"14368","TRIM49C","turquoise"
"14369","UBTFL1","turquoise"
"14370","NAALAD2","red"
"14371","CHORDC1","blue"
"14372","LINC02756","turquoise"
"14373","FAT3","turquoise"
"14374","MTNR1B","grey"
"14375","SLC36A4","blue"
"14376","DEUP1","green"
"14377","SMCO4","blue"
"14378","CEP295","blue"
"14379","SCARNA9","turquoise"
"14380","TAF1D","blue"
"14381","SNORA25","blue"
"14382","SNORA32","blue"
"14383","SNORD6","brown"
"14384","SNORA8","blue"
"14385","SNORD5","blue"
"14386","SNORA18","blue"
"14387","SNORA40","blue"
"14388","C11orf54","green"
"14389","MED17","blue"
"14390","VSTM5","grey"
"14391","HEPHL1","blue"
"14392","PANX1","brown"
"14393","IZUMO1R","turquoise"
"14394","GPR83","turquoise"
"14395","MRE11","blue"
"14396","MIR548L","blue"
"14397","ANKRD49","blue"
"14398","C11orf97","turquoise"
"14399","FUT4","grey"
"14400","PIWIL4-AS1","grey"
"14401","PIWIL4","brown"
"14402","AMOTL1","purple"
"14403","CWC15","blue"
"14404","KDM4D","turquoise"
"14405","KDM4E","turquoise"
"14406","SRSF8","blue"
"14407","ENDOD1","blue"
"14408","LNCRNA-IUR","turquoise"
"14409","SESN3","red"
"14410","LOC100129203","grey"
"14411","FAM76B","brown"
"14412","CEP57","blue"
"14413","MTMR2","brown"
"14414","MAML2","grey"
"14415","CCDC82","black"
"14416","JRKL","black"
"14417","CNTN5","turquoise"
"14418","ARHGAP42","red"
"14419","PGR","black"
"14420","TRPC6","red"
"14421","ANGPTL5","turquoise"
"14422","CEP126","yellow"
"14423","CFAP300","turquoise"
"14424","YAP1","blue"
"14425","BIRC3","magenta"
"14426","BIRC2","brown"
"14427","TMEM123","green"
"14428","LOC102723838","turquoise"
"14429","MMP7","greenyellow"
"14430","MMP20","turquoise"
"14431","MMP20-AS1","turquoise"
"14432","MMP27","turquoise"
"14433","MMP8","turquoise"
"14434","MMP10","turquoise"
"14435","WTAPP1","grey"
"14436","MMP1","blue"
"14437","MMP3","grey"
"14438","MMP12","magenta"
"14439","MMP13","blue"
"14440","DCUN1D5","grey"
"14441","DYNC2H1","grey"
"14442","PDGFDDN","turquoise"
"14443","PDGFD","yellow"
"14444","DDI1","green"
"14445","CASP12","turquoise"
"14446","CASP4LP","red"
"14447","CASP4","brown"
"14448","CASP5","salmon"
"14449","CASP1","brown"
"14450","CARD16","brown"
"14451","CASP1P2","magenta"
"14452","CARD17P","blue"
"14453","CARD18","salmon"
"14454","GRIA4","yellow"
"14455","MSANTD4","brown"
"14456","KBTBD3","brown"
"14457","AASDHPPT","brown"
"14458","GUCY1A2","red"
"14459","LOC105369477","blue"
"14460","CWF19L2","blue"
"14461","ALKBH8","turquoise"
"14462","ELMOD1","turquoise"
"14463","112267904","turquoise"
"14464","SLC35F2","grey"
"14465","RAB39A","turquoise"
"14466","CUL5","blue"
"14467","ACAT1","yellow"
"14468","NPAT","blue"
"14469","ATM","blue"
"14470","C11orf65","blue"
"14471","POGLUT3","yellow"
"14472","EXPH5","blue"
"14473","DDX10","blue"
"14474","C11orf87","turquoise"
"14475","ZC3H12C","red"
"14476","RDX","grey"
"14477","FDX1","brown"
"14478","105369487","grey"
"14479","ARHGAP20","yellow"
"14480","POU2AF2","turquoise"
"14481","COLCA1","blue"
"14482","POU2AF3","blue"
"14483","POU2AF1","magenta"
"14484","BTG4","turquoise"
"14485","LOC644277","turquoise"
"14486","HOATZ","turquoise"
"14487","LAYN","yellow"
"14488","SIK2","yellow"
"14489","PPP2R1B","red"
"14490","ALG9","yellow"
"14491","FDXACB1","turquoise"
"14492","CFAP68","blue"
"14493","CRYAB","midnightblue"
"14494","HSPB2","yellow"
"14495","HSPB2-C11orf52","blue"
"14496","C11orf52","blue"
"14497","DIXDC1","yellow"
"14498","DLAT","blue"
"14499","PIH1D2","green"
"14500","NKAPD1","blue"
"14501","TIMM8B","yellow"
"14502","SDHD","brown"
"14503","IL18","blue"
"14504","TEX12","green"
"14505","BCO2","blue"
"14506","PTS","grey"
"14507","PLET1","blue"
"14508","LINC02762","turquoise"
"14509","107984387","grey"
"14510","LOC101928847","turquoise"
"14511","NCAM1","turquoise"
"14512","NCAM1-AS1","turquoise"
"14513","TTC12","grey"
"14514","ANKK1","turquoise"
"14515","DRD2","turquoise"
"14516","TMPRSS5","turquoise"
"14517","ZW10","brown"
"14518","CLDN25","turquoise"
"14519","USP28","blue"
"14520","HTR3B","turquoise"
"14521","HTR3A","turquoise"
"14522","ZBTB16","blue"
"14523","NNMT","purple"
"14524","C11orf71","grey"
"14525","RBM7","brown"
"14526","REXO2","grey"
"14527","NXPE2","green"
"14528","NXPE1","turquoise"
"14529","NXPE4","green"
"14530","CADM1","turquoise"
"14531","LINC00900","grey"
"14532","BUD13","blue"
"14533","ZPR1","blue"
"14534","APOA5","turquoise"
"14535","APOA4","turquoise"
"14536","APOC3","turquoise"
"14537","APOA1","turquoise"
"14538","SIK3","blue"
"14539","PAFAH1B2","blue"
"14540","SIDT2","blue"
"14541","LOC100652768","blue"
"14542","TAGLN","blue"
"14543","PCSK7","blue"
"14544","RNF214","brown"
"14545","BACE1","yellow"
"14546","BACE1-AS","blue"
"14547","CEP164","brown"
"14548","DSCAML1","turquoise"
"14549","FXYD2","turquoise"
"14550","FXYD6-FXYD2","blue"
"14551","FXYD6","blue"
"14552","TMPRSS13","turquoise"
"14553","IL10RA","magenta"
"14554","SMIM35","magenta"
"14555","TMPRSS4","grey"
"14556","SCN4B","yellow"
"14557","SCN2B","yellow"
"14558","JAML","magenta"
"14559","MPZL3","grey"
"14560","MPZL2","midnightblue"
"14561","CD3E","magenta"
"14562","CD3D","magenta"
"14563","CD3G","magenta"
"14564","UBE4A","turquoise"
"14565","LOC100131626","turquoise"
"14566","ATP5MG","green"
"14567","KMT2A","blue"
"14568","TTC36-AS1","grey"
"14569","TTC36","black"
"14570","TMEM25","black"
"14571","IFT46","black"
"14572","ARCN1","blue"
